industry,0-10%,11-20%,21-30%,31-40%,>40%
Accumulators primary cells and batteries,0.009885329587001156,0.003011844317602362,0.04103140801978798,0.026625928885334313,0.006440943793258489
Aircraft and spacecraft,0.017570719693874384,0.007908505281740466,0.005053360939562962,0.000880331274784089,0.0
Basic iron and steel,0.005045110307497957,0.0009592755803298563,0.006932087302933045,0.003265220052571052,0.00019549672262605554
Basic precious and non-ferrous metals,0.021409112449294544,0.0034908822508506084,0.004967736125887231,0.011310122809145522,0.00016780129482657779
Electronic valves tubes etc.,0.008203127588067015,0.0018571498993506703,0.03590994322380639,0.023975032643299803,0.006267289571996456
Medical surgical and orthopaedic equipment,0.006509142390686014,0.005439295950871168,0.0037503543430395673,0.005717762527701228,0.0001362149202390222
Office accounting and computing machinery,0.0049917102342806425,0.004013535337917067,0.026753870855156705,0.07805134061200314,0.004531447728265078
Optical instruments & photographic equipment,0.016100301130951844,0.011284201236310269,0.0379272888829137,0.05140095508964566,0.004949042693517166
TV and radio receivers and associated goods,0.0013148470892002284,0.00359396871610252,0.025885672619583196,0.05472679956772291,0.043737977507783965
